mktcap,symbol,score,name,weight
125480000000.0,NYSE:BP,3.582087369523551,BP p.l.c.,0.003390005589961475
66950000.0,NASDAQ:GALT,3.9184903381153755,Galectin Therapeutics Inc.,0.003357519297001422
1000000000.0,NASDAQ:MGRC,3.89721372297246,McGrath RentCorp,0.003341675632940673
685200000.0,NYSE:BTE,3.8664376412722254,Baytex Energy Corp,0.0033145017706910826
1890000000.0,NYSE:BRC,3.856975831196103,Brady Corporation,0.003309475926401933
151490000.0,NASDAQ:FLDM,3.855265429797262,Fluidigm Corporation,0.003303564620111184
10960000000.0,NYSE:PKG,3.7968176687166855,Packaging Corporation of America,0.003281127079571354
2320000000.0,NASDAQ:MLNX,3.8177850844011436,"Mellanox Technologies, Ltd.",0.0032769970653072356
709390000.0,NASDAQ:TRUP,3.7938977114102728,"Trupanion, Inc.",0.003252411686368138
32750000000.0,NYSE:APD,3.658472713971353,"Air Products and Chemicals, Inc.",0.0032183165603481847
157940000.0,NASDAQ:PFSW,3.7499697727180226,"PFSweb, Inc.",0.0032133641833838457
1420000000.0,NASDAQ:CNMD,3.709137053484637,CONMED Corporation,0.003181606289005059
954610000.0,NYSE:DF,3.6523991425202817,Dean Foods Company,0.00313180332768009
88860000000.0,NYSE:LMT,3.36535149423423,Lockheed Martin Corporation,0.0031106598375922273
84660000.0,NASDAQ:MAMS,3.622766998463849,"MAM Software Group, Inc.",0.003104189918164705
2130000000.0,NYSE:CVI,3.588164058846884,CVR Energy Inc.,0.0030797727350019947
373540000.0,NYSE:PKE,3.5364641096698888,Park Electrochemical Corporation,0.0030309846653051556
4960000000.0,NASDAQ:MKSI,3.5115117026566995,"MKS Instruments, Inc.",0.0030213343546326337
7100000.0,NASDAQ:ELTK,3.5140908208824317,Eltek Ltd.,0.0030108782276125064
17240000000.0,NASDAQ:XLNX,3.4544274941566013,"Xilinx, Inc.",0.003003828099173157
280450000.0,NASDAQ:CDZI,3.494757411032399,"Cadiz, Inc.",0.002995012463212593
784550000000.0,NYSE:D,1.1293483913909825,"Dominion Energy, Inc.",0.0029739282639621445
784550000000.0,NASDAQ:AAPL,1.1293483913909825,Apple Inc.,0.0029739282639621445
774840000.0,NYSE:CLW,3.4435295170234164,Clearwater Paper Corporation,0.0029523848813843225
13510000000.0,NYSE:NOV,3.3626991913213407,"National Oilwell Varco, Inc.",0.002915697007504933
556820000.0,NASDAQ:ADOM,3.3896554176735725,"ADOMANI, Inc.",0.002905668215353003
78270000.0,NASDAQ:QCLN,3.3587282326152903,First Trust NASDAQ Clean Edge Green Energy Index Fund,0.0028779461352268472
63200000.0,AMEX:MHH,3.331237904735076,"Mastech Digital, Inc",0.0028543539854918283
110380000.0,NASDAQ:BRID,3.3251968566541668,Bridgford Foods Corporation,0.0028492986897799273
262130000.0,NASDAQ:SLP,3.3077121239442815,"Simulations Plus, Inc.",0.0028347059010277163
10080000000.0,NASDAQ:IPGP,3.2773004868862197,IPG Photonics Corporation,0.0028337562736384493
211350000.0,NYSE:MVC,3.25672010904509,"MVC Capital, Inc.",0.0027908862722881094
200970000000.0,NYSE:ORCL,2.656020984899033,Oracle Corporation,0.002789603687448701
501510000.0,NASDAQ:FRPT,3.2257934067019125,"Freshpet, Inc.",0.002765130405304933
140470000.0,NASDAQ:SSC,3.221443740395954,"Seven Stars Cloud Group, Inc.",0.0027604803502251974
76890000000.0,NASDAQ:QCOM,2.972329271061658,QUALCOMM Incorporated,0.00274330931430052
382020000.0,NASDAQ:MGIC,3.1887208223390946,Magic Software Enterprises Ltd.,0.0027330611833066053
47030000000.0,NYSE:F,3.0311507860051345,Ford Motor Company,0.0027173472687373767
1240000000.0,NASDAQ:HOLI,3.1659803555652353,"Hollysys Automation Technologies, Ltd.",0.0027157713222497127
3080000000.0,NASDAQ:CMPR,3.124901428412121,Cimpress N.V,0.0026852804268565644
352650000000.0,NYSE:JNJ,2.0721906510746724,Johnson & Johnson,0.0026772668267202996
47060000.0,NASDAQ:SPCB,3.0546757264260207,"SuperCom, Ltd.",0.002617355255499219
1730000000.0,NASDAQ:KALU,3.011935186179075,Kaiser Aluminum Corporation,0.002585039051192866
3500000000.0,NASDAQ:IDTI,2.910549799169904,"Integrated Device Technology, Inc.",0.002502698794188605
4320000000.0,NYSE:SID,2.88593896945227,National Steel Company,0.002483709287910145
81170000.0,NASDAQ:CTG,2.892210995895614,"Computer Task Group, Incorporated",0.002478243301331631
87540000.0,NASDAQ:VIRC,2.8842486201080653,Virco Manufacturing Corporation,0.002471437456901011
4610000000.0,NYSE:CW,2.8632562697900705,Curtiss-Wright Corporation,0.0024650164428934953
43790000.0,NYSE:PQ,2.8592785677354775,Petroquest Energy Inc,0.0024499313274138797
12300000.0,NASDAQ:EVAR,2.8092953386653448,"Lombard Medical, Inc.",0.0024070253524083635
59850000000.0,NYSE:E,2.5434630165854997,ENI S.p.A.,0.002332282394607535
336020000.0,NASDAQ:ACET,2.718733962118255,Aceto Corporation,0.002330260538239245
21170000000.0,NYSE:A,2.6329888769154963,"Agilent Technologies, Inc.",0.00231007259155775
184380000.0,NASDAQ:CDXC,2.665646546342311,ChromaDex Corporation,0.0022843876514248578
7430000000.0,NASDAQ:QGEN,2.640148837920649,Qiagen N.V.,0.0022810703204503378
7160000000.0,NYSE:OGE,2.640951239316961,OGE Energy Corporation,0.0022810673519238858
9320000.0,NASDAQ:WSCI,2.652618664387108,WSI Industries Inc.,0.002272777734347014
435630000.0,NYSE:NETS,2.6450733661275185,Netshoes (Cayman) Limited,0.002267403140660862
37840000000.0,NYSE:BT,2.506832888503332,BT Group plc,0.0022446123078417065
9420000000.0,NASDAQ:DOX,2.5849199776578238,Amdocs Limited,0.0022388394050947827
42490000.0,AMEX:TRX,2.6127305666126146,Tanzanian Royalty Exploration Corporation,0.002238686583772658
108750000.0,NASDAQ:IDSY,2.595309254337125,"I.D. Systems, Inc.",0.0022239295123434753
1230000000.0,NASDAQ:AVAV,2.570843212731311,"AeroVironment, Inc.",0.00220583443778217
821840000.0,NYSE:NR,2.5524436047398975,"Newpark Resources, Inc.",0.002189025945824992
8730000.0,NASDAQ:TSRI,2.548542526358948,"TSR, Inc.",0.0021836041738647984
3650000.0,AMEX:BDR,2.4951344562216566,"Blonder Tongue Laboratories, Inc.",0.0021378313451675293
13500000000.0,NYSE:GIB,2.4477088361481365,"CGI Group, Inc.",0.0021317110689015105
73270000000.0,NASDAQ:ADBE,2.237576831184846,Adobe Systems Incorporated,0.00210451881040513
5520000000.0,NASDAQ:SATS,2.3971446796137204,EchoStar Corporation,0.002067980865708047
14130000.0,NASDAQ:IDSA,2.405230093416689,"Industrial Services of America, Inc.",0.002060828418480625
76940000.0,AMEX:EMAN,2.359482631256333,eMagin Corporation,0.0020217927835870855
11970000.0,NASDAQ:BLIN,2.350398727227134,"Bridgeline Digital, Inc.",0.0020138435821989865
2440000000.0,NYSE:GDOT,2.342979049882398,Green Dot Corporation,0.002013695559941645
5130000000.0,AMEX:SVT,2.3047877367248564,"Servotronics, Inc.",0.0019878524416723164
74660000.0,AMEX:BWL.A,2.314118308746958,"Bowl America, Inc.",0.001982918968585781
106710000.0,NASDAQ:KTEC,2.3135730674486843,"Key Technology, Inc.",0.001982533768375558
3830000.0,AMEX:VII,2.2980050745491414,"Vicon Industries, Inc.",0.001968932077395863
1970000000.0,NASDAQ:MATW,2.290503858303188,Matthews International Corporation,0.0019675330918660187
304370000.0,NASDAQ:NEWT,2.2951258793816716,Newtek Business Services Corp.,0.001967233755716134
35640000000.0,NYSE:EXC,2.171784711378624,Exelon Corporation,0.0019519182683244232
151580000000.0,NYSE:BA,1.8222419063410866,Boeing Company (The),0.0019489212446802684
48110000.0,AMEX:WYY,2.2732096179227677,WidePoint Corporation,0.001947800657440065
67330000000.0,NASDAQ:BIIB,2.0699132452044706,Biogen Inc.,0.0019456750796182044
18450000000.0,NASDAQ:ORLY,2.2083736962955975,"O&#39;Reilly Automotive, Inc.",0.001939308092610248
495280000000.0,NASDAQ:FB,0.77279230329528,"Facebook, Inc.",0.0019286906276961603
282700000.0,NASDAQ:CDXS,2.237732175492469,"Codexis, Inc.",0.0019180036255807245
844220000.0,NASDAQ:BLDP,2.1862262330344855,"Ballard Power Systems, Inc.",0.0018753094824471804
48370000.0,NASDAQ:CLIR,2.1872921836361594,ClearSign Combustion Corporation,0.0018741875811151435
198110000.0,NASDAQ:VOXX,2.185890936027918,VOXX International Corporation,0.0018733699230395506
1420000000.0,NASDAQ:BMCH,2.1785681663303724,"BMC Stock Holdings, Inc.",0.00187022050442364
447100000.0,NYSE:COE,2.166626656143524,China Online Education Group,0.0018575010938254696
1200000000.0,NASDAQ:AAXN,2.147097540612884,"Axon Enterprise, Inc.",0.0018426939886801571
326080000.0,NYSE:BGT,2.11891549778482,Blackrock Global,0.0018163128681910627
2000000000.0,NYSE:MWA,2.113658157063278,MUELLER WATER PRODUCTS,0.001816089064585054
1450000000.0,NYSE:BTZ,2.1136282312780867,BlackRock Credit Allocation Income Trust,0.0018146569254013569
104670000000.0,NYSE:BHP,1.7995926753170035,BHP Billiton Limited,0.0018095538987574422
4080000000.0,NASDAQ:BLKB,2.0967270627817554,"Blackbaud, Inc.",0.0018069016884127837
1320000000.0,NYSE:AZZ,2.0763807006919963,AZZ Inc.,0.001782410933208369
71310000.0,NYSE:ZX,2.0708067208062824,China Zenix Auto International Limited,0.001774441929432636
246510000.0,NYSE:CALX,2.064880202941313,"Calix, Inc",0.0017698121445819984
1580000000.0,NASDAQ:CENX,2.0559373054912267,Century Aluminum Company,0.0017655599978848825
18780000000.0,NYSE:FTS,1.9895120501484445,Fortis Inc.,0.0017526321397086531
421650000.0,NASDAQ:BCRX,2.037366740279212,"BioCryst Pharmaceuticals, Inc.",0.0017466865915096025
271950000.0,NASDAQ:WLDN,2.029103084339474,"Willdan Group, Inc.",0.0017392234981173037
55450000.0,AMEX:PLG,2.026867315872783,Platinum Group Metals Ltd.,0.0017367542508255698
1360000000.0,NYSE:PFSI,1.9965820319509802,"PennyMac Financial Services, Inc.",0.0017141420186014527
454840000.0,NASDAQ:DAKT,1.9811576075618562,"Daktronics, Inc.",0.0016986116894610209
94600000.0,NASDAQ:TNTR,1.9302505983097549,"Tintri, Inc.",0.0016540735202580468
43930000000.0,NYSE:BDX,1.792559561839543,"Becton, Dickinson and Company",0.0016481993311408556
199280000.0,NYSE:GHM,1.9124841825338954,Graham Corporation,0.0016391190157609818
116820000.0,NASDAQ:PTF,1.9061634161579606,PowerShares DWA Technology Momenum Portfolio,0.0016334925338716128
88760000.0,NASDAQ:AIRG,1.9047662384325712,"Airgain, Inc.",0.001632223680127431
163980000000.0,NYSE:DWDP,1.409648312777027,DowDuPont Inc.,0.001627122730118989
771770000.0,NASDAQ:TYPE,1.8867537609903902,Monotype Imaging Holdings Inc.,0.0016185372972609552
2029999999.9999998,NYSE:CLF,1.878052801375464,Cleveland-Cliffs Inc.,0.001614299981817455
245460000.0,NASDAQ:TESO,1.880127242777271,Tesco Corporation,0.0016115138037266293
13350000.0,NASDAQ:AETI,1.8740643954724778,"American Electric Technologies, Inc.",0.0016057256103881405
380340000.0,NASDAQ:RDIB,1.8694153589443019,Reading International Inc,0.001602680825787417
232370000.0,NASDAQ:NTEC,1.8517471430328154,Intec Pharma Ltd.,0.0015871643641318226
392730000.0,NASDAQ:CPSI,1.8438871033868605,"Computer Programs and Systems, Inc.",0.0015808399950443827
1520000000.0,NASDAQ:NTGR,1.8274778491383314,"NETGEAR, Inc.",0.0015696633409827648
49400000000.0,NASDAQ:FOXA,1.6706810923693414,"Twenty-First Century Fox, Inc.",0.0015577625781356393
12440000000.0,NASDAQ:CINF,1.7788990246645993,Cincinnati Financial Corporation,0.0015559665790844915
35190000000.0,NYSE:NOK,1.6991029244609024,Nokia Corporation,0.0015457754826300883
48060000000.0,NASDAQ:ADP,1.6561928121397358,"Automatic Data Processing, Inc.",0.0015419223302745792
35200000.0,NASDAQ:WWR,1.7922814592416776,"Westwater Resources, Inc.",0.0015357101682420538
38980000000.0,NYSE:CM,1.6733965524011414,Canadian Imperial Bank of Commerce,0.0015334424136667468
169640000.0,NASDAQ:FSBK,1.7609341657621886,First South Bancorp Inc,0.0015091957221302335
18230000000.0,NASDAQ:IBKR,1.7027275438403007,"Interactive Brokers Group, Inc.",0.0015055097322087241
35480000.0,NASDAQ:GIGM,1.7560140417368655,GigaMedia Limited,0.001504637094552697
134190000.0,NASDAQ:DWCH,1.7442812331494002,Datawatch Corporation,0.0014948368955634956
4290000000.0,NYSE:FICO,1.725640796237333,Fair Isaac Corporation,0.001489493368999173
4059999999.9999995,NYSE:BFR,1.7048632399400379,BBVA Banco Frances S.A.,0.0014711030630394884
162180000.0,NASDAQ:TA,1.7160503324112029,TravelCenters of America LLC,0.0014707203418077392
136190000.0,NASDAQ:QUIK,1.7133626368410344,QuickLogic Corporation,0.001468351070678177
35240000.0,NASDAQ:AIRT,1.7115094460548468,"Air T, Inc.",0.0014665051071624353
113980000.0,NASDAQ:ATTU,1.7112615552553374,Attunity Ltd.,0.0014664940747329055
5320000000.0,NYSE:CPG,1.6597146242756147,Crescent Point Energy Corporation,0.001435642056518796
2610000000.0,NYSE:MULE,1.6668013175267995,"MuleSoft, Inc.",0.0014347837056140282
48240000000.0,NASDAQ:ATVI,1.5300040842503628,"Activision Blizzard, Inc",0.0014342646017666417
155330000.0,NASDAQ:BDSI,1.6711492954249436,"BioDelivery Sciences International, Inc.",0.0014322317814090362
15140000000.0,NYSE:AME,1.6042839327952387,"AMTEK, Inc.",0.0014132616424460923
934950000.0,NASDAQ:HAFC,1.6399294861559206,Hanmi Financial Corporation,0.001407476463204891
40190000.0,NYSE:OEC,1.6424983073628288,Orion Engineered Carbons S.A,0.0014073892762272652
2109999999.9999998,NYSE:CMC,1.626848518215022,Commercial Metals Company,0.0013992736589854445
96880000.0,NASDAQ:SEAC,1.6239811836073184,"SeaChange International, Inc.",0.0013916688444779485
384460000.0,NASDAQ:LMRKP,1.6162789079148945,Landmark Infrastructure Partners LP,0.001385804982942332
880640000.0,NYSE:AAC,1.599298313477648,"AAC Holdings, Inc.",0.0013725249387499053
5870000000.0,NASDAQ:BLUE,1.5771156015597578,"bluebird bio, Inc.",0.001366278016994946
167300000.0,NYSE:GNE,1.593434557908908,Genie Energy Ltd.,0.0013656766911018848
11510000.0,NASDAQ:BNSO,1.5922673212539284,"Bonso Electronics International, Inc.",0.0013642782098342065
269750000.0,NYSE:CLD,1.586069913874664,Cloud Peak Energy Inc,0.0013596286836039075
197120000000.0,NYSE:BUD,0.9970775422281158,Anheuser-Busch Inbev SA,0.0013583815644069071
426630000.0,NASDAQ:SNCR,1.582179741358223,"Synchronoss Technologies, Inc.",0.0013566967827478055
4130000000.0,NASDAQ:ESGR,1.5646654766421446,Enstar Group Limited,0.0013511611448203265
4300000000.0,NYSE:CLB,1.5621275331027438,Core Laboratories N.V.,0.0013494213801622371
5010000000.0,NYSE:AQN,1.5353548790062914,Algonquin Power & Utilities Corp.,0.0013282983309429665
7770000000.0,NASDAQ:CPRT,1.521157785038948,"Copart, Inc.",0.001323192380240324
54600000000.0,NYSE:EOG,1.3808152121546577,"EOG Resources, Inc.",0.0013227043673080389
5050000000.0,NASDAQ:SABR,1.5277574608676734,Sabre Corporation,0.001321891181895017
1560000000.0,NASDAQ:AMBA,1.5319727654363127,"Ambarella, Inc.",0.0013165779646033774
16760000000.000002,NYSE:CLX,1.4828883143925387,Clorox Company (The),0.0013133931022886553
5570000000.0,NYSE:ACM,1.5160885903602703,AECOM,0.0013132231173875696
229170000.0,NASDAQ:SIGM,1.5232897680460007,"Sigma Designs, Inc.",0.0013057351118672099
33950000.0,AMEX:BGI,1.5217334027766818,Birks Group Inc.,0.0013039023934527144
4370000.0,NASDAQ:RNVA,1.5156670643399928,"Rennova Health, Inc.",0.0012986291329587412
323930000.0,NASDAQ:GSUM,1.5066393216854084,Gridsum Holding Inc.,0.0012917113977291372
86910000.0,NYSE:ETX           ,1.504799663071342,Eaton Vance Municipal Income 2028 Term Trust,0.0012895290607054192
26570000000.0,NASDAQ:FISV,1.404438342588852,"Fiserv, Inc.",0.0012712642809207587
38420000.0,NASDAQ:ZSAN,1.481601029088999,Zosano Pharma Corporation,0.0012695285545068506
6820000.0,NASDAQ:HAWK,1.4812790455044518,"Blackhawk Network Holdings, Inc.",0.001269171870403754
91230000000.0,NYSE:ABT,1.2081987357068056,Abbott Laboratories,0.0012684800316160182
205540000.0,NYSE:NM,1.4731496502918668,Navios Maritime Holdings Inc.,0.0012627148153627962
13760000000.0,NYSE:G,1.431164997793716,Genpact Limited,0.0012614049430732326
20040000000.0,NASDAQ:DLTR,1.4026531824476007,"Dollar Tree, Inc.",0.001253035784661841
639280000.0,AMEX:KLDX,1.4585240108362714,Klondex Mines Ltd.,0.0012512928119419715
11550000000.0,NASDAQ:CTXS,1.4247949408997531,"Citrix Systems, Inc.",0.0012502955335592866
7580000000.0,NYSE:NRG,1.4352445319347922,"NRG Energy, Inc.",0.0012490963400150661
253980000.0,NYSE:ESTE,1.457069464310718,"Earthstone Energy, Inc.",0.0012490612454387447
396280000.0,NASDAQ:BBSI,1.448022095780891,"Barrett Business Services, Inc.",0.0012416733930284759
2860000000.0,NASDAQ:JACK,1.4403335470345113,Jack In The Box Inc.,0.0012413862717356432
1190000000.0,NASDAQ:TLND,1.4296780528306745,Talend S.A.,0.0012279860414944827
85580000.0,NASDAQ:LPCN,1.4257737146885572,Lipocine Inc.,0.001221816518057335
21080000.0,NASDAQ:DEST,1.4243423911617732,Destination Maternity Corporation,0.0012204252213722413
8369999999.999999,NYSE:NI,1.3934393130667428,"NiSource, Inc",0.0012152980263281917
4850000000.0,NYSE:HRC,1.3930217293816014,Hill-Rom Holdings Inc,0.001205938649325413
6900000.0,NASDAQ:MSDI,1.4048714716923876,"Monster Digital, Inc.",0.0012037063471946174
28630000.0,NASDAQ:TNDM,1.402683217767361,"Tandem Diabetes Care, Inc.",0.0012018870287843649
2600000000.0,NYSE:KRO,1.3927635990170744,Kronos Worldwide Inc,0.0011999636251205576
263980000000.00003,NYSE:BAC,0.6112701857240388,Bank of America Corporation,0.0011988023610336688
19570000.0,NASDAQ:LTEA,1.3929889388234362,Long Island Iced Tea Corp.,0.0011935578374221263
3080000000.0,NYSE:CIEN,1.3830122601095538,Ciena Corporation,0.001192836203796837
12920000000.0,NYSE:CMA,1.3397458375530096,Comerica Incorporated,0.001180929235944198
2900000000.0,NASDAQ:WAFD,1.3679349440242665,"Washington Federal, Inc.",0.0011794577061883136
65150000000.00001,NYSE:LOW,1.1808240632761307,"Lowe&#39;s Companies, Inc.",0.001178331893438703
401750000.0,NYSE:BGR,1.3647852184808864,BlackRock Energy and Resources Trust,0.0011703703314360123
17210000.0,NASDAQ:QQQC,1.3633062669621814,Global X NASDAQ China Technology ETF,0.0011681197983502767
29940000.0,NASDAQ:DTRM,1.3632618392325293,"Determine, Inc. ",0.0011681142868910856
38440000.0,NASDAQ:PBMD,1.347618381002056,Prima BioMed Ltd,0.001154732766303622
19080000000.0,NYSE:ABX,1.2886562480641663,Barrick Gold Corporation,0.0011529086513305895
958660000.0,NYSE:AOD,1.3419604582629998,Alpine Total Dynamic Dividend Fund,0.0011522383305792195
712090000.0,NYSE:BGY,1.3419613691476808,"BLACKROCK INTERNATIONAL, LTD.",0.001151608564787073
1070000000.0000001,NASDAQ:SPWR,1.3394143384994894,SunPower Corporation,0.0011503415510635763
58990000000.0,NYSE:FDX,1.1522745906917593,FedEx Corporation,0.0011381180230227255
5370000000.0,NASDAQ:FSLR,1.3120817402349487,"First Solar, Inc.",0.0011379193455317265
178200000.0,NASDAQ:GIFI,1.3248335994331948,"Gulf Island Fabrication, Inc.",0.001135568253536444
8279999999.999999,NASDAQ:AKAM,1.299980020107087,"Akamai Technologies, Inc.",0.001134992294020288
448820000.0,NASDAQ:ENTL,1.3227686033489177,"Entellus Medical, Inc.",0.0011344910210929122
307300000.0,NYSE:FTK,1.320627954627885,"Flotek Industries, Inc.",0.001132295016205445
1440000000.0,NYSE:GNL,1.3111295916345571,"Global Net Lease, Inc.",0.001127053474294509
8960000000.0,NYSE:CMG,1.288220746558362,"Chipotle Mexican Grill, Inc.",0.0011266559358309284
174920000.0,NASDAQ:PCO,1.3109271127222928,Pendrell Corporation,0.0011236448390999575
86680000.0,NASDAQ:MAYS,1.3097750587408716,"J. W. Mays, Inc.",0.0011224321099263734
39420000000.0,NYSE:STZ.B,1.1899269071408627,Constellation Brands Inc,0.001120332601598978
39420000000.0,NYSE:STZ,1.1899269071408627,Constellation Brands Inc,0.001120332601598978
48650000.0,NASDAQ:CCCR,1.304793369405172,"China Commercial Credit, Inc.",0.0011180665638494084
324770000.0,AMEX:CTO,1.2938170931284545,Consolidated-Tomoka Land Co.,0.001109368244350983
3160000000.0,NYSE:LPI,1.2842584381729307,"Laredo Petroleum, Inc.",0.001108428874581967
3830000000.0,NYSE:STAY,1.2817909802631116,"Extended Stay America, Inc.",0.0011080281370981918
39730000.0,AMEX:UWN,1.2907323573546179,"Nevada Gold & Casinos, Inc.",0.0011059963296644014
28610000.0,NASDAQ:REFR,1.2777266349656269,Research Frontiers Incorporated,0.001094824637778681
1220000000.0,NYSE:AAV,1.2695551749049445,Advantage Oil & Gas Ltd,0.0010908700676296934
183700000.0,NASDAQ:FFNW,1.2684881708711078,"First Financial Northwest, Inc.",0.0010873057628846593
2100000000.0,NYSE:BIG,1.2561612592781075,"Big Lots, Inc.",0.0010816446082677093
13070000000.0,NYSE:HCP,1.2231120573703995,"HCP, Inc.",0.0010813814333144628
59730000000.0,NYSE:COP,1.078539935144169,ConocoPhillips,0.0010768348220679556
